         1066820 function calls (925954 primitive calls) in 1.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 error.py:48(StdinNotImplementedError)
        1    0.000    0.000    0.000    0.000 error.py:55(InputRejected)
        1    0.000    0.000    0.000    0.000 text.py:516(FullEvalFormatter)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1487(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1494(WindowsPath)
        1    0.000    0.000    0.000    0.000 magic.py:50(Bunch)
        1    0.000    0.000    0.000    0.000 magic.py:664(MagicAlias)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
        5    0.000    0.000    0.000    0.000 typing.py:1066(overload)
        1    0.000    0.000    0.000    0.000 typing.py:1095(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1292(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1301(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1310(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1328(SupportsRound)
        5    0.000    0.000    0.000    0.000 typing.py:1340(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1361(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1390(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1625(io)
        1    0.000    0.000    0.000    0.000 typing.py:1640(re)
        1    0.000    0.000    0.000    0.000 display.py:346(DisplayHandle)
        1    0.000    0.000    0.000    0.000 display.py:673(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 display.py:679(Pretty)
        1    0.000    0.000    0.000    0.000 display.py:685(HTML)
        1    0.000    0.000    0.000    0.000 display.py:982(Javascript)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 pretty.py:113(CUnicodeIO)
        1    0.000    0.000    0.000    0.000 pretty.py:329(RepresentationPrinter)
        1    0.000    0.000    0.000    0.000 pretty.py:425(Printable)
        1    0.000    0.000    0.000    0.000 pretty.py:431(Text)
        1    0.000    0.000    0.000    0.000 pretty.py:469(Group)
        1    0.000    0.000    0.000    0.000 pretty.py:477(GroupQueue)
        2    0.000    0.000    0.000    0.000 pretty.py:568(_set_pprinter_factory)
        3    0.000    0.000    0.000    0.000 pretty.py:595(_dict_pprinter_factory)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        2    0.000    0.000    0.000    0.000 python.py:305(innerstring_rules)
        1    0.000    0.000    0.000    0.000 lexer.py:39(LexerMeta)
        1    0.000    0.000    0.000    0.000 lexer.py:51(Lexer)
        1    0.000    0.000    0.000    0.000 lexer.py:278(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 lexer.py:401(words)
        1    0.000    0.000    0.000    0.000 lexer.py:679(LexerContext)
        1    0.000    0.000    0.000    0.000 filter.py:43(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:200(VisibleWhitespaceFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:318(TokenMergeFilter)
        1    0.000    0.000    0.000    0.000 token.py:13(_TokenType)
        1    0.000    0.000    0.000    0.000 __init__.py:137(_automodule)
        1    0.000    0.000    0.000    0.000 formatter.py:26(Formatter)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:50(PromptStripper)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:364(EscapedCommand)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:415(HelpEnd)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:518(TransformerManager)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:105(ProvisionalWarning)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:255(SpaceInInput)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:265(SeparateUnicode)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:284(ExecutionInfo)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3698(InteractiveShellABC)
        1    0.000    0.000    0.000    0.000 prefilter.py:410(MacroChecker)
        1    0.000    0.000    0.000    0.000 prefilter.py:478(PythonOpsChecker)
        1    0.000    0.000    0.000    0.000 prefilter.py:573(MacroHandler)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 autocall.py:59(ZMQExitAutocall)
        1    0.000    0.000    0.000    0.000 autocall.py:13(<module>)
        1    0.000    0.000    0.000    0.000 macro.py:16(Macro)
        1    0.000    0.000    0.000    0.000 splitinput.py:81(LineInfo)
        1    0.000    0.000    0.000    0.000 alias.py:113(AliasError)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:13(__BuiltinUndefined)
        1    0.000    0.000    0.000    0.000 events.py:19(EventManager)
        1    0.000    0.000    0.000    0.000 formatters.py:239(FormatterABC)
        1    0.000    0.000    0.000    0.000 formatters.py:773(JPEGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:791(LatexFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:808(JSONFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:864(PDFFormatter)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:34(DummyDB)
        1    0.000    0.000    0.000    0.000 history.py:121(HistoryAccessorBase)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-15>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-16>:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-21>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-23>:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:406(FileLinks)
        1    0.000    0.000    0.000    0.000 display.py:602(Code)
        3    0.000    0.000    0.000    0.000 io.py:79(closed)
        1    0.000    0.000    0.000    0.000 io.py:21(IOStream)
        1    0.000    0.000    0.000    0.000 io.py:98(Tee)
        1    0.000    0.000    0.000    0.000 capture.py:124(capture_output)
        1    0.000    0.000    0.000    0.000 strdispatch.py:11(StrDispatch)
        1    0.000    0.000    0.000    0.000 strdispatch.py:2(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:128(CommandChainDispatcher)
        1    0.000    0.000    0.000    0.000 contexts.py:10(preserve_keys)
        1    0.000    0.000    0.000    0.000 async_helpers.py:20(_AsyncIORunner)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:46(_NoStyle)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:138(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 _base.py:539(Executor)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ssl.py:383(Purpose)
        1    0.000    0.000    0.000    0.000 events.py:104(TimerHandle)
        1    0.000    0.000    0.000    0.000 events.py:168(AbstractServer)
        1    0.000    0.000    0.000    0.000 events.py:576(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:625(_Local)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:105(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:173(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 transports.py:181(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:233(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 tasks.py:633(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 locks.py:101(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:234(Event)
        1    0.000    0.000    0.000    0.000 locks.py:418(Semaphore)
        1    0.000    0.000    0.000    0.000 queues.py:10(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 streams.py:22(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 streams.py:39(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 streams.py:212(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 unix_events.py:761(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:786(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:917(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:996(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1106(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:254(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:280(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 selector_events.py:943(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 buffer.py:62(ValidationState)
        1    0.000    0.000    0.000    0.000 buffer.py:144(YankNthArgState)
        1    0.000    0.000    0.000    0.000 current.py:38(__init__)
        1    0.000    0.000    0.000    0.000 inputhook.py:160(InputHookContext)
        1    0.000    0.000    0.000    0.000 utils.py:110(DummyContext)
        1    0.000    0.000    0.000    0.000 utils.py:122(_CharSizesCache)
        1    0.000    0.000    0.000    0.000 table_zero.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:50(AutoSuggest)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:113(DummyAutoSuggest)
        1    0.000    0.000    0.000    0.000 base.py:17(ClipboardData)
        1    0.000    0.000    0.000    0.000 base.py:66(DummyClipboard)
        1    0.000    0.000    0.000    0.000 selection.py:28(PasteMode)
        1    0.000    0.000    0.000    0.000 cache.py:63(FastDictCache)
        1    0.000    0.000    0.000    0.000 base.py:97(_InvertCache)
        1    0.000    0.000    0.000    0.000 base.py:132(_OrList)
        1    0.000    0.000    0.000    0.000 base.py:234(DummyCompleter)
        1    0.000    0.000    0.000    0.000 base.py:248(DynamicCompleter)
        1    0.000    0.000    0.000    0.000 style.py:173(Priority)
        1    0.000    0.000    0.000    0.000 style_transformation.py:36(StyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:57(SwapLightAndDarkStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:230(DummyStyleTransformation)
        1    0.000    0.000    0.000    0.000 base.py:132(Template)
        1    0.000    0.000    0.000    0.000 mouse_events.py:32(MouseEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:88(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 __init__.py:91(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:97(NotFoundErr)
        1    0.000    0.000    0.000    0.000 __init__.py:109(SyntaxErr)
        1    0.000    0.000    0.000    0.000 __init__.py:121(ValidationErr)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
        1    0.000    0.000    0.000    0.000 minidom.py:1281(DocumentType)
        1    0.000    0.000    0.000    0.000 minidom.py:1341(Entity)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        1    0.000    0.000    0.000    0.000 minidom.py:1469(ElementInfo)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:306(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:335(DocumentLS)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:368(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 filesystem.py:101(ExecutableCompleter)
        1    0.000    0.000    0.000    0.000 history.py:159(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 history.py:171(DummyHistory)
        1    0.000    0.000    0.000    0.000 vi_state.py:17(InputMode)
